date,amount_raw,amount,currency,operation,merchant,details,bank,source_file,category
2025-09-04,"- 9 403,00 KZT",-9403.0,KZT,,Purchases ТС Mega Supermarket Astana,Purchases ТС Mega Supermarket Astana,Kaspi Bank,gold_statement.pdf,покупки
2025-09-04,"- 1 200,00 KZT",-1200.0,KZT,Покупка,Магазин Гаухар,Магазин Гаухар,Kaspi Bank,gold_statement_1.pdf,покупки
2025-09-04,"- 1 650,00 KZT",-1650.0,KZT,Покупка,Green Food,Green Food,Kaspi Bank,gold_statement_1.pdf,покупки
2025-09-05,"- 5 000,00 KZT",-5000.0,KZT,Перевод,Рахат С.,Рахат С.,Kaspi Bank,gold_statement (2).pdf,переводы
2025-09-05,"+ 5 000,00 KZT",5000.0,KZT,Пополнение,В Kaspi Терминале,В Kaspi Терминале,Kaspi Bank,gold_statement (2).pdf,покупки
2025-09-05,"- 1 450,00 KZT",-1450.0,KZT,Покупка,Fermento NU,Fermento NU,Kaspi Bank,gold_statement (2).pdf,рестораны и кафе
2025-09-05,"- 10 000,00 KZT",-10000.0,KZT,,Transfers Айтөре Қ.,Transfers Айтөре Қ.,Kaspi Bank,gold_statement (3).pdf,покупки
2025-09-05,"+ 10 000,00 KZT",10000.0,KZT,,Replenishment Кербез К.,Replenishment Кербез К.,Kaspi Bank,gold_statement (3).pdf,переводы
2025-09-05,"- 10 000,00 KZT",-10000.0,KZT,,Transfers Рауан А.,Transfers Рауан А.,Kaspi Bank,gold_statement.pdf,переводы
2025-09-05,"+ 10 000,00 KZT",10000.0,KZT,,Replenishment From card of other banks,Replenishment From card of other banks,Kaspi Bank,gold_statement.pdf,покупки
2025-09-05,"- 1 450,00 KZT",-1450.0,KZT,,Purchases Fermento NU,Purchases Fermento NU,Kaspi Bank,gold_statement.pdf,рестораны и кафе
2025-09-05,"- 2 500,00 KZT",-2500.0,KZT,Покупка,Аппарат самообслуживания,Аппарат самообслуживания,Kaspi Bank,gold_statement_1.pdf,покупки
2025-09-05,"+ 2 500,00 KZT",2500.0,KZT,Пополнение,С карты другого банка,С карты другого банка,Kaspi Bank,gold_statement_1.pdf,переводы
2025-09-05,"- 600,00 KZT",-600.0,KZT,Перевод,Ерасыл Д.,Ерасыл Д.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-09-05,"+ 600,00 KZT",600.0,KZT,Пополнение,С карты другого банка,С карты другого банка,Kaspi Bank,gold_statement_1.pdf,переводы
2025-09-05,"- 450,00 KZT",-450.0,KZT,Перевод,Оплата Kaspi Red,Оплата Kaspi Red,Kaspi Bank,gold_statement_1.pdf,покупки
2025-09-05,"+ 450,00 KZT",450.0,KZT,Пополнение,С карты другого банка,С карты другого банка,Kaspi Bank,gold_statement_1.pdf,переводы
2025-09-05,"- 20 147,00 KZT",-20147.0,KZT,Перевод,Оплата Kaspi Кредита,Оплата Kaspi Кредита,Kaspi Bank,gold_statement_1.pdf,покупки
2025-09-05,"+ 20 147,00 KZT",20147.0,KZT,Пополнение,С карты другого банка,С карты другого банка,Kaspi Bank,gold_statement_1.pdf,переводы
2025-09-05,"- 149,00 KZT",-149.0,KZT,Комиссия,за перевод на карту др. банка,за перевод на карту др. банка,Kaspi Bank,gold_statement_1.pdf,покупки
2025-09-05,"- 53 046,05 KZT",-53046.05,KZT,Перевод,На карту Freedom Finance Bank*1806,На карту Freedom Finance Bank*1806,Kaspi Bank,gold_statement_1.pdf,покупки
2025-09-05,"- 100,00 KZT",-100.0,KZT,Покупка,PLAYBOYZ GAME HUB,PLAYBOYZ GAME HUB,Kaspi Bank,gold_statement_1.pdf,покупки
2025-09-05,"+ 670,00 KZT",670.0,KZT,Пополнение,Алмас Б.,Алмас Б.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-09-05,"+ 700,00 KZT",700.0,KZT,Пополнение,Рустем І.,Рустем І.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-09-05,"+ 670,00 KZT",670.0,KZT,Пополнение,Темірлан Н.,Темірлан Н.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-09-05,"+ 670,00 KZT",670.0,KZT,Пополнение,Нұрлан М.,Нұрлан М.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-09-05,"- 4 000,00 KZT",-4000.0,KZT,Покупка,R9 PS,R9 PS,Kaspi Bank,gold_statement_1.pdf,покупки
2025-09-05,"- 670,00 KZT",-670.0,KZT,Покупка,Гулжанат,Гулжанат,Kaspi Bank,gold_statement_1.pdf,покупки
2025-09-05,"- 20 000,00 KZT",-20000.0,KZT,Перевод,Нұрлан М.,Нұрлан М.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-09-05,"- 15 000,00 KZT",-15000.0,KZT,Перевод,Алмас Б.,Алмас Б.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-09-06,"- 110,00 KZT",-110.0,KZT,Покупка,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,gold_statement (2).pdf,транспорт
2025-09-06,"- 110,00 KZT",-110.0,KZT,Покупка,Avtobys. Пригород. Оплата проезда по QR,Avtobys. Пригород. Оплата проезда по QR,Kaspi Bank,gold_statement (2).pdf,транспорт
2025-09-06,"- 250,00 KZT",-250.0,KZT,Покупка,NU,NU,Kaspi Bank,gold_statement (2).pdf,покупки
2025-09-06,"- 650,00 KZT",-650.0,KZT,Покупка,SEVEN,SEVEN,Kaspi Bank,gold_statement (2).pdf,супермаркеты
2025-09-06,"+ 430,00 KZT",430.0,KZT,Пополнение,Əсел С.,Əсел С.,Kaspi Bank,gold_statement (2).pdf,покупки
2025-09-06,"+ 2 400,00 KZT",2400.0,KZT,Пополнение,С карты другого банка,С карты другого банка,Kaspi Bank,gold_statement (2).pdf,переводы
2025-09-06,"- 1 720,00 KZT",-1720.0,KZT,Покупка,YANDEX.GO,YANDEX.GO,Kaspi Bank,gold_statement (2).pdf,транспорт
2025-09-06,"+ 430,00 KZT",430.0,KZT,Пополнение,Зарина М.,Зарина М.,Kaspi Bank,gold_statement (2).pdf,переводы
2025-09-06,"- 2 000,00 KZT",-2000.0,KZT,,Transfers Болат Л.,Transfers Болат Л.,Kaspi Bank,gold_statement (3).pdf,переводы
2025-09-06,"+ 2 000,00 KZT",2000.0,KZT,,Replenishment Болат Л.,Replenishment Болат Л.,Kaspi Bank,gold_statement (3).pdf,переводы
2025-09-06,"- 1 101,00 KZT",-1101.0,KZT,,Purchases Аппарат самообслуживания,Purchases Аппарат самообслуживания,Kaspi Bank,gold_statement (3).pdf,покупки
2025-09-06,"+ 5 000,00 KZT",5000.0,KZT,,Replenishment Кербез К.,Replenishment Кербез К.,Kaspi Bank,gold_statement (3).pdf,переводы
2025-09-06,"+ 5 000,00 KZT",5000.0,KZT,,Replenishment From card of other banks,Replenishment From card of other banks,Kaspi Bank,gold_statement.pdf,покупки
2025-09-06,"- 5 000,00 KZT",-5000.0,KZT,,Transfers Рауан А.,Transfers Рауан А.,Kaspi Bank,gold_statement.pdf,переводы
2025-09-06,"- 165 000,00 KZT",-165000.0,KZT,,Transfers To Kaspi Deposit,Transfers To Kaspi Deposit,Kaspi Bank,gold_statement.pdf,покупки
2025-09-06,"+ 170 000,00 KZT",170000.0,KZT,,Replenishment From card of other banks,Replenishment From card of other banks,Kaspi Bank,gold_statement.pdf,покупки
2025-09-06,"- 201,40 KZT",-201.4,KZT,,Others Commission for transfer of other banks,Others Commission for transfer of other banks,Kaspi Bank,gold_statement.pdf,покупки
2025-09-06,"- 21 200,00 KZT",-21200.0,KZT,,Transfers To card Freedom Finance Bank*7326,Transfers To card Freedom Finance Bank*7326,Kaspi Bank,gold_statement.pdf,покупки
2025-09-06,"+ 20 000,00 KZT",20000.0,KZT,,Replenishment Сагит И.,Replenishment Сагит И.,Kaspi Bank,gold_statement.pdf,переводы
2025-09-06,"- 2 500,00 KZT",-2500.0,KZT,Покупка,АЗС-7,АЗС-7,Kaspi Bank,gold_statement_1.pdf,транспорт
2025-09-06,"+ 2 500,00 KZT",2500.0,KZT,Пополнение,Айдос Д.,Айдос Д.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-09-06,"- 600,00 KZT",-600.0,KZT,Перевод,Санжар С.,Санжар С.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-09-06,"+ 600,00 KZT",600.0,KZT,Пополнение,С карты другого банка,С карты другого банка,Kaspi Bank,gold_statement_1.pdf,переводы
2025-09-07,"- 393,00 KZT",-393.0,KZT,Покупка,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,gold_statement (2).pdf,супермаркеты
2025-09-07,"- 2 330,00 KZT",-2330.0,KZT,,Purchases ИП ЛУРОВ,Purchases ИП ЛУРОВ,Kaspi Bank,gold_statement.pdf,покупки
2025-09-07,"- 4 900,00 KZT",-4900.0,KZT,,Purchases ИП ЗАЙЦЕВА МАЙЯ АЛЕКСАНДРОВНА,Purchases ИП ЗАЙЦЕВА МАЙЯ АЛЕКСАНДРОВНА,Kaspi Bank,gold_statement.pdf,покупки
2025-09-07,"- 402,00 KZT",-402.0,KZT,,Purchases ИП INFERNO,Purchases ИП INFERNO,Kaspi Bank,gold_statement.pdf,покупки
2025-09-07,"- 506,00 KZT",-506.0,KZT,,Purchases Ип Айтенов,Purchases Ип Айтенов,Kaspi Bank,gold_statement.pdf,покупки
2025-09-07,"- 603,00 KZT",-603.0,KZT,,Purchases UpGrade_,Purchases UpGrade_,Kaspi Bank,gold_statement.pdf,покупки
2025-09-07,"- 604,00 KZT",-604.0,KZT,,Purchases ИП MIA BABY STORE,Purchases ИП MIA BABY STORE,Kaspi Bank,gold_statement.pdf,покупки
2025-09-07,"- 3 150,00 KZT",-3150.0,KZT,Перевод,Нуржан Е.,Нуржан Е.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-09-07,"+ 3 150,00 KZT",3150.0,KZT,Пополнение,С карты другого банка,С карты другого банка,Kaspi Bank,gold_statement_1.pdf,переводы
2025-09-07,"- 800,00 KZT",-800.0,KZT,Перевод,Алибек А.,Алибек А.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-09-07,"+ 800,00 KZT",800.0,KZT,Пополнение,С карты другого банка,С карты другого банка,Kaspi Bank,gold_statement_1.pdf,переводы
2025-09-07,"- 1 250,00 KZT",-1250.0,KZT,Перевод,Рустем І.,Рустем І.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-09-07,"+ 1 250,00 KZT",1250.0,KZT,Пополнение,С карты другого банка,С карты другого банка,Kaspi Bank,gold_statement_1.pdf,переводы
2025-09-07,"- 200,00 KZT",-200.0,KZT,Перевод,Рустем І.,Рустем І.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-09-07,"+ 200,00 KZT",200.0,KZT,Пополнение,С карты другого банка,С карты другого банка,Kaspi Bank,gold_statement_1.pdf,переводы
2025-09-07,"- 2 000,00 KZT",-2000.0,KZT,Перевод,Айдос Д.,Айдос Д.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-09-07,"+ 2 000,00 KZT",2000.0,KZT,Пополнение,С карты другого банка,С карты другого банка,Kaspi Bank,gold_statement_1.pdf,переводы
2025-09-08,"- 110,00 KZT",-110.0,KZT,Покупка,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,gold_statement (2).pdf,транспорт
2025-09-08,"+ 1 140,00 KZT",1140.0,KZT,,Purchases Magnum,Purchases Magnum,Kaspi Bank,gold_statement (3).pdf,супермаркеты
2025-09-08,"- 9 990,00 KZT",-9990.0,KZT,,Purchases Magnum,Purchases Magnum,Kaspi Bank,gold_statement (3).pdf,супермаркеты
2025-09-08,"+ 10 000,00 KZT",10000.0,KZT,,Replenishment Болат Л.,Replenishment Болат Л.,Kaspi Bank,gold_statement (3).pdf,переводы
2025-09-08,"- 2 500,00 KZT",-2500.0,KZT,,Transfers Айым А.,Transfers Айым А.,Kaspi Bank,gold_statement.pdf,переводы
2025-09-08,"+ 10 000,00 KZT",10000.0,KZT,,Replenishment From Kaspi Deposit,Replenishment From Kaspi Deposit,Kaspi Bank,gold_statement.pdf,покупки
2025-09-08,"+ 604,00 KZT",604.0,KZT,,Purchases ИП MIA BABY STORE,Purchases ИП MIA BABY STORE,Kaspi Bank,gold_statement.pdf,покупки
2025-09-08,"+ 1 250,00 KZT",1250.0,KZT,Пополнение,Жанбота Т.,Жанбота Т.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-09-08,"+ 110,00 KZT",110.0,KZT,Пополнение,С карты другого банка,С карты другого банка,Kaspi Bank,gold_statement_1.pdf,переводы
2025-09-08,"- 2 000,00 KZT",-2000.0,KZT,Перевод,Бахитжан А.,Бахитжан А.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-09-08,"+ 2 000,00 KZT",2000.0,KZT,Пополнение,С карты другого банка,С карты другого банка,Kaspi Bank,gold_statement_1.pdf,переводы
2025-09-09,"- 1 745,00 KZT",-1745.0,KZT,Покупка,Corner Meal,Corner Meal,Kaspi Bank,gold_statement (2).pdf,покупки
2025-09-09,"- 1 400,00 KZT",-1400.0,KZT,Покупка,ИП ZHANDOS,ИП ZHANDOS,Kaspi Bank,gold_statement (2).pdf,покупки
2025-09-09,"- 110,00 KZT",-110.0,KZT,Покупка,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,gold_statement (2).pdf,транспорт
2025-09-09,"+ 6 000,00 KZT",6000.0,KZT,Пополнение,С карты другого банка,С карты другого банка,Kaspi Bank,gold_statement (2).pdf,переводы
2025-09-09,"- 630,00 KZT",-630.0,KZT,Покупка,YANDEX.GO,YANDEX.GO,Kaspi Bank,gold_statement (2).pdf,транспорт
2025-09-09,"+ 1 500,00 KZT",1500.0,KZT,,Replenishment Кербез К.,Replenishment Кербез К.,Kaspi Bank,gold_statement (3).pdf,переводы
2025-09-09,"- 4 323,00 KZT",-4323.0,KZT,,Purchases YANDEX.EDA,Purchases YANDEX.EDA,Kaspi Bank,gold_statement.pdf,транспорт
2025-09-09,"- 36 680,00 KZT",-36680.0,KZT,,Purchases ТОО Kaspi Travel,Purchases ТОО Kaspi Travel,Kaspi Bank,gold_statement.pdf,транспорт
2025-09-09,"- 41 862,00 KZT",-41862.0,KZT,,Purchases ТОО Kaspi Travel,Purchases ТОО Kaspi Travel,Kaspi Bank,gold_statement.pdf,транспорт
2025-09-09,"+ 100 000,00 KZT",100000.0,KZT,,Replenishment From Kaspi Deposit,Replenishment From Kaspi Deposit,Kaspi Bank,gold_statement.pdf,покупки
2025-09-09,"- 5 000,00 KZT",-5000.0,KZT,,Purchases MY.NU.EDU.KZ,Purchases MY.NU.EDU.KZ,Kaspi Bank,gold_statement.pdf,покупки
2025-09-09,"- 1 500,00 KZT",-1500.0,KZT,,Transfers Рауан А.,Transfers Рауан А.,Kaspi Bank,gold_statement.pdf,переводы
2025-09-09,"- 20,00 KZT",-20.0,KZT,Покупка,Аппарат самообслуживания,Аппарат самообслуживания,Kaspi Bank,gold_statement_1.pdf,покупки
2025-09-09,"- 820,00 KZT",-820.0,KZT,Покупка,Big Market,Big Market,Kaspi Bank,gold_statement_1.pdf,покупки
2025-09-09,"+ 1 480,00 KZT",1480.0,KZT,Пополнение,Темирхан К.,Темирхан К.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-09-09,"+ 1 240,00 KZT",1240.0,KZT,Пополнение,Ақжол Т.,Ақжол Т.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-09-09,"+ 2 400,00 KZT",2400.0,KZT,Пополнение,Асель А.,Асель А.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-09-09,"+ 1 950,00 KZT",1950.0,KZT,Пополнение,Гани С.,Гани С.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-09-09,"- 600,00 KZT",-600.0,KZT,Покупка,Даулетти,Даулетти,Kaspi Bank,gold_statement_1.pdf,покупки
2025-09-09,"- 250,00 KZT",-250.0,KZT,Покупка,Аппарат самообслуживания,Аппарат самообслуживания,Kaspi Bank,gold_statement_1.pdf,покупки
2025-09-09,"- 890,00 KZT",-890.0,KZT,Покупка,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,gold_statement_1.pdf,супермаркеты
2025-09-09,"- 2 405,00 KZT",-2405.0,KZT,Покупка,АЗС-7,АЗС-7,Kaspi Bank,gold_statement_1.pdf,транспорт
2025-09-09,"+ 3 034,00 KZT",3034.0,KZT,Пополнение,Interpay*Taxi,Interpay*Taxi,Kaspi Bank,gold_statement_1.pdf,транспорт
2025-09-09,"+ 280,00 KZT",280.0,KZT,Пополнение,Саруархан Д.,Саруархан Д.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-09-10,"- 1 958,00 KZT",-1958.0,KZT,Покупка,OZON,OZON,Kaspi Bank,gold_statement (2).pdf,маркетплейсы
2025-09-10,"+ 1 175,00 KZT",1175.0,KZT,Покупка,Magnum,Magnum,Kaspi Bank,gold_statement (2).pdf,супермаркеты
2025-09-10,"- 13 279,00 KZT",-13279.0,KZT,Покупка,Magnum,Magnum,Kaspi Bank,gold_statement (2).pdf,супермаркеты
2025-09-10,"+ 25 000,00 KZT",25000.0,KZT,Пополнение,С карты другого банка,С карты другого банка,Kaspi Bank,gold_statement (2).pdf,переводы
2025-09-10,"- 740,00 KZT",-740.0,KZT,Покупка,YANDEX.GO,YANDEX.GO,Kaspi Bank,gold_statement (2).pdf,транспорт
2025-09-10,"- 650,00 KZT",-650.0,KZT,Покупка,Corner Meal,Corner Meal,Kaspi Bank,gold_statement (2).pdf,покупки
2025-09-10,"+ 167,00 KZT",167.0,KZT,,Replenishment Дінмұхамед А.,Replenishment Дінмұхамед А.,Kaspi Bank,gold_statement (3).pdf,переводы
2025-09-10,"- 3 000,00 KZT",-3000.0,KZT,,Transfers Дінмұхамед А.,Transfers Дінмұхамед А.,Kaspi Bank,gold_statement (3).pdf,переводы
2025-09-10,"+ 2 000,00 KZT",2000.0,KZT,,Replenishment Кербез К.,Replenishment Кербез К.,Kaspi Bank,gold_statement (3).pdf,переводы
2025-09-10,"- 1 300,00 KZT",-1300.0,KZT,,Purchases DailyCup,Purchases DailyCup,Kaspi Bank,gold_statement (3).pdf,рестораны и кафе
2025-09-10,"- 2 000,00 KZT",-2000.0,KZT,,Transfers Рауан А.,Transfers Рауан А.,Kaspi Bank,gold_statement.pdf,переводы
2025-09-10,"+ 15 436,00 KZT",15436.0,KZT,Пополнение,Айдос Д.,Айдос Д.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-09-10,"- 200,00 KZT",-200.0,KZT,Перевод,Жолбарыс К.,Жолбарыс К.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-09-10,"- 110,00 KZT",-110.0,KZT,Покупка,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,gold_statement_1.pdf,транспорт
2025-09-10,"- 7 632,00 KZT",-7632.0,KZT,Перевод,Оплата Kaspi Red,Оплата Kaspi Red,Kaspi Bank,gold_statement_1.pdf,покупки
2025-09-10,"+ 2 818,00 KZT",2818.0,KZT,Пополнение,Interpay*Taxi,Interpay*Taxi,Kaspi Bank,gold_statement_1.pdf,транспорт
2025-09-10,"- 3 435,00 KZT",-3435.0,KZT,Покупка,АЗС-7,АЗС-7,Kaspi Bank,gold_statement_1.pdf,транспорт
2025-09-10,"+ 1 430,00 KZT",1430.0,KZT,Пополнение,Зайнап А.,Зайнап А.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-09-10,"+ 1 500,00 KZT",1500.0,KZT,Пополнение,Алина А.,Алина А.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-09-11,"+ 1 655,01 KZT",1655.01,KZT,Пополнение,Темірлан Қ.,Темірлан Қ.,Kaspi Bank,gold_statement (2).pdf,покупки
2025-09-11,"- 2 334,00 KZT",-2334.0,KZT,Покупка,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,gold_statement (2).pdf,супермаркеты
2025-09-11,"- 150,00 KZT",-150.0,KZT,Покупка,Аппарат самообслуживания,Аппарат самообслуживания,Kaspi Bank,gold_statement (2).pdf,покупки
2025-09-11,"- 490,00 KZT",-490.0,KZT,Покупка,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,gold_statement (2).pdf,супермаркеты
2025-09-11,"- 75,00 KZT",-75.0,KZT,Покупка,Corner Meal,Corner Meal,Kaspi Bank,gold_statement (2).pdf,покупки
2025-09-11,"- 500,00 KZT",-500.0,KZT,Покупка,Рахмет!!! Спасибо!!!,Рахмет!!! Спасибо!!!,Kaspi Bank,gold_statement (2).pdf,покупки
2025-09-11,"- 800,00 KZT",-800.0,KZT,Покупка,"Bambino, Силквэй 1эт","Bambino, Силквэй 1эт",Kaspi Bank,gold_statement (2).pdf,
2025-09-11,"- 1 900,00 KZT",-1900.0,KZT,Покупка,ЛЕПИМ и ВАРИМ Mega Silk Way,ЛЕПИМ и ВАРИМ Mega Silk Way,Kaspi Bank,gold_statement (2).pdf,покупки
2025-09-11,"- 840,00 KZT",-840.0,KZT,Покупка,YANDEX.GO,YANDEX.GO,Kaspi Bank,gold_statement (2).pdf,транспорт
2025-09-11,"- 75,00 KZT",-75.0,KZT,,Purchases Аппарат самообслуживания,Purchases Аппарат самообслуживания,Kaspi Bank,gold_statement (3).pdf,покупки
2025-09-11,"- 1 800,00 KZT",-1800.0,KZT,,Purchases Green Food,Purchases Green Food,Kaspi Bank,gold_statement.pdf,покупки
2025-09-11,"- 10 500,00 KZT",-10500.0,KZT,,Purchases ТОО Медицинский центр iClinic,Purchases ТОО Медицинский центр iClinic,Kaspi Bank,gold_statement.pdf,покупки
2025-09-11,"+ 10 000,00 KZT",10000.0,KZT,,Replenishment From Kaspi Deposit,Replenishment From Kaspi Deposit,Kaspi Bank,gold_statement.pdf,покупки
2025-09-11,"- 16 500,00 KZT",-16500.0,KZT,,Purchases ТОО Медицинский центр iClinic,Purchases ТОО Медицинский центр iClinic,Kaspi Bank,gold_statement.pdf,покупки
2025-09-11,"- 700,00 KZT",-700.0,KZT,,Purchases Subscription Services,Purchases Subscription Services,Kaspi Bank,gold_statement.pdf,покупки
2025-09-11,"- 1 200,00 KZT",-1200.0,KZT,,Purchases Green Food,Purchases Green Food,Kaspi Bank,gold_statement.pdf,покупки
2025-09-11,"- 100,00 KZT",-100.0,KZT,Покупка,Оплата парковки Астаны,Оплата парковки Астаны,Kaspi Bank,gold_statement_1.pdf,покупки
2025-09-11,"- 110,00 KZT",-110.0,KZT,Покупка,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,gold_statement_1.pdf,транспорт
2025-09-11,"+ 220,00 KZT",220.0,KZT,Пополнение,Амангелді А.,Амангелді А.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-09-11,"- 690,00 KZT",-690.0,KZT,Покупка,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,gold_statement_1.pdf,супермаркеты
2025-09-11,"- 9 000,00 KZT",-9000.0,KZT,Перевод,Оплата Kaspi Red,Оплата Kaspi Red,Kaspi Bank,gold_statement_1.pdf,покупки
2025-09-11,"- 15 168,00 KZT",-15168.0,KZT,Перевод,Оплата Kaspi Кредита,Оплата Kaspi Кредита,Kaspi Bank,gold_statement_1.pdf,покупки
2025-09-11,"+ 5 111,00 KZT",5111.0,KZT,Пополнение,Interpay*Taxi,Interpay*Taxi,Kaspi Bank,gold_statement_1.pdf,транспорт
2025-09-11,"+ 3 500,00 KZT",3500.0,KZT,Пополнение,В Kaspi Банкомате,В Kaspi Банкомате,Kaspi Bank,gold_statement_1.pdf,покупки
2025-09-11,"- 1 530,00 KZT",-1530.0,KZT,Покупка,АЗС-7,АЗС-7,Kaspi Bank,gold_statement_1.pdf,транспорт
2025-09-11,"+ 1 100,00 KZT",1100.0,KZT,Пополнение,Мейіржан Қ.,Мейіржан Қ.,Kaspi Bank,gold_statement_1.pdf,покупки
2025-09-11,"+ 860,00 KZT",860.0,KZT,Пополнение,Феруза К.,Феруза К.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-09-12,"- 3 900,00 KZT",-3900.0,KZT,Перевод,Ариана К.,Ариана К.,Kaspi Bank,gold_statement (2).pdf,переводы
2025-09-12,"- 3 230,00 KZT",-3230.0,KZT,Покупка,Пабло Назарбаев Университет,Пабло Назарбаев Университет,Kaspi Bank,gold_statement (2).pdf,рестораны и кафе
2025-09-12,"- 600,00 KZT",-600.0,KZT,Покупка,Алые Паруса Mega Silk Way,Алые Паруса Mega Silk Way,Kaspi Bank,gold_statement (2).pdf,рестораны и кафе
2025-09-12,"+ 3 500,00 KZT",3500.0,KZT,Пополнение,Дарын Д.,Дарын Д.,Kaspi Bank,gold_statement (2).pdf,переводы
2025-09-12,"- 1 575,00 KZT",-1575.0,KZT,Покупка,Qazaq Catering,Qazaq Catering,Kaspi Bank,gold_statement (2).pdf,рестораны и кафе
2025-09-12,"+ 3 500,00 KZT",3500.0,KZT,Пополнение,Абылай Ж.,Абылай Ж.,Kaspi Bank,gold_statement (2).pdf,переводы
2025-09-12,"+ 3 500,00 KZT",3500.0,KZT,Пополнение,Диас А.,Диас А.,Kaspi Bank,gold_statement (2).pdf,переводы
2025-09-12,"- 127 457,00 KZT",-127457.0,KZT,,Purchases Кулыншахов Роман,Purchases Кулыншахов Роман,Kaspi Bank,gold_statement (3).pdf,покупки
2025-09-12,"+ 130 000,00 KZT",130000.0,KZT,,Replenishment Кербез К.,Replenishment Кербез К.,Kaspi Bank,gold_statement (3).pdf,переводы
2025-09-12,"- 1 300,00 KZT",-1300.0,KZT,,Purchases DailyCup,Purchases DailyCup,Kaspi Bank,gold_statement (3).pdf,рестораны и кафе
2025-09-12,"- 7 500,00 KZT",-7500.0,KZT,,Purchases ИП HAPPY FUTURE,Purchases ИП HAPPY FUTURE,Kaspi Bank,gold_statement.pdf,покупки
2025-09-12,"- 785,00 KZT",-785.0,KZT,,Purchases ИП LIME SHOP,Purchases ИП LIME SHOP,Kaspi Bank,gold_statement.pdf,покупки
2025-09-12,"- 3 990,00 KZT",-3990.0,KZT,,Purchases ИП Игрушки,Purchases ИП Игрушки,Kaspi Bank,gold_statement.pdf,покупки
2025-09-12,"+ 12 000,00 KZT",12000.0,KZT,,Replenishment From Kaspi Deposit,Replenishment From Kaspi Deposit,Kaspi Bank,gold_statement.pdf,покупки
2025-09-12,"- 130 000,00 KZT",-130000.0,KZT,,Transfers Рауан А.,Transfers Рауан А.,Kaspi Bank,gold_statement.pdf,переводы
2025-09-12,"+ 130 000,00 KZT",130000.0,KZT,,Replenishment From card of other banks,Replenishment From card of other banks,Kaspi Bank,gold_statement.pdf,покупки
2025-09-12,"- 850,00 KZT",-850.0,KZT,,Purchases Fermento NU,Purchases Fermento NU,Kaspi Bank,gold_statement.pdf,рестораны и кафе
2025-09-12,"- 300,00 KZT",-300.0,KZT,,Purchases Оплата парковки Астаны,Purchases Оплата парковки Астаны,Kaspi Bank,gold_statement.pdf,покупки
2025-09-12,"- 3 900,00 KZT",-3900.0,KZT,,Purchases ТОО Медицинский центр iClinic,Purchases ТОО Медицинский центр iClinic,Kaspi Bank,gold_statement.pdf,покупки
2025-09-12,"+ 960,00 KZT",960.0,KZT,Пополнение,Серик И.,Серик И.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-09-12,"+ 990,00 KZT",990.0,KZT,Пополнение,Муратбек С.,Муратбек С.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-09-12,"- 650,00 KZT",-650.0,KZT,Покупка,мини маркет,мини маркет,Kaspi Bank,gold_statement_1.pdf,покупки
2025-09-12,"+ 1 320,00 KZT",1320.0,KZT,Пополнение,Əділ И.,Əділ И.,Kaspi Bank,gold_statement_1.pdf,покупки
